arquivo,veredito,motivos,nitidez,brilho,contraste,largura,altura,duplicata_de,caminho
CAM1_RGB_2024-08-20_23-54-00_jpg.rf.3356865939c23b29ca76c1195d92dc45.jpg,aproveitavel,-,955.95,85.17,70.7,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-20_23-54-00_jpg.rf.3356865939c23b29ca76c1195d92dc45.jpg
CAM1_RGB_2024-08-21_00-54-00_jpg.rf.f89669247efaa3e01715b19f9799d442.jpg,aproveitavel,-,849.95,91.76,65.35,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_00-54-00_jpg.rf.f89669247efaa3e01715b19f9799d442.jpg
CAM1_RGB_2024-08-21_01-24-00_jpg.rf.a0b7fd96fa6fb50455aec4a1d7ec7d6d.jpg,aproveitavel,-,1062.02,88.01,66.61,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_01-24-00_jpg.rf.a0b7fd96fa6fb50455aec4a1d7ec7d6d.jpg
CAM1_RGB_2024-08-21_01-54-00_jpg.rf.67452de77395438c96e9504debe2d148.jpg,aproveitavel,-,1153.49,86.14,68.81,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_01-54-00_jpg.rf.67452de77395438c96e9504debe2d148.jpg
CAM1_RGB_2024-08-21_02-24-00_jpg.rf.4155c2486522f35c81017dffec25e576.jpg,aproveitavel,-,995.33,90.8,65.35,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_02-24-00_jpg.rf.4155c2486522f35c81017dffec25e576.jpg
CAM1_RGB_2024-08-21_02-54-00_jpg.rf.855479c0531645472d2936d3739e7cfa.jpg,aproveitavel,-,1023.45,83.81,71.4,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_02-54-00_jpg.rf.855479c0531645472d2936d3739e7cfa.jpg
CAM1_RGB_2024-08-21_03-24-00_jpg.rf.83ba83c22f9e52cd2a07ce895b21d010.jpg,aproveitavel,-,1093.57,83.63,70.4,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_03-24-00_jpg.rf.83ba83c22f9e52cd2a07ce895b21d010.jpg
CAM1_RGB_2024-08-21_03-54-00_jpg.rf.55c8d2032c5d8602555b35c311c27d8e.jpg,aproveitavel,-,1217.21,84.8,68.47,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_03-54-00_jpg.rf.55c8d2032c5d8602555b35c311c27d8e.jpg
CAM1_RGB_2024-08-21_04-24-00_jpg.rf.dff9bec292844a9f22f4ad3e99494c5f.jpg,aproveitavel,-,922.79,81.5,72.86,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_04-24-00_jpg.rf.dff9bec292844a9f22f4ad3e99494c5f.jpg
CAM1_RGB_2024-08-21_04-54-00_jpg.rf.627ffe3c8f966cd51c92acb0e2e3670c.jpg,aproveitavel,-,897.18,95.68,56.61,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_04-54-00_jpg.rf.627ffe3c8f966cd51c92acb0e2e3670c.jpg
CAM1_RGB_2024-08-21_05-24-00_jpg.rf.f6edd10272ae4e2d3eb89a8b25e1b1a9.jpg,aproveitavel,-,1199.47,85.46,69.06,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_05-24-00_jpg.rf.f6edd10272ae4e2d3eb89a8b25e1b1a9.jpg
CAM1_RGB_2024-08-21_05-54-00_jpg.rf.d8907af1c8503f0d0a5319ab63c44976.jpg,aproveitavel,-,969.97,90.37,66.22,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_05-54-00_jpg.rf.d8907af1c8503f0d0a5319ab63c44976.jpg
CAM1_RGB_2024-08-21_06-24-00_jpg.rf.601e4f6b06f47212d9eec20982b9d10f.jpg,aproveitavel,-,820.37,96.62,56.91,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_06-24-00_jpg.rf.601e4f6b06f47212d9eec20982b9d10f.jpg
CAM1_RGB_2024-08-21_06-54-00_jpg.rf.402c184d9e5120de102e7627bc7e6c11.jpg,aproveitavel,-,914.85,87.42,68.36,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_06-54-00_jpg.rf.402c184d9e5120de102e7627bc7e6c11.jpg
CAM1_RGB_2024-08-21_08-24-00_jpg.rf.e66fdbf95672749bf52506811bb0a838.jpg,aproveitavel,-,915.33,100.73,62.28,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_08-24-00_jpg.rf.e66fdbf95672749bf52506811bb0a838.jpg
CAM1_RGB_2024-08-21_08-54-00_jpg.rf.b035acc89e269765315e8b689c621031.jpg,aproveitavel,-,844.33,99.36,58.71,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_08-54-00_jpg.rf.b035acc89e269765315e8b689c621031.jpg
CAM1_RGB_2024-08-21_09-24-00_jpg.rf.2c968ba7ca97a31226ffbcbd391306e3.jpg,aproveitavel,-,1024.82,95.17,61.27,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_09-24-00_jpg.rf.2c968ba7ca97a31226ffbcbd391306e3.jpg
CAM1_RGB_2024-08-21_10-24-00_jpg.rf.fc66ec94fede6be36f347174ee788708.jpg,aproveitavel,-,751.27,93.47,68.04,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_10-24-00_jpg.rf.fc66ec94fede6be36f347174ee788708.jpg
CAM1_RGB_2024-08-21_10-53-52_jpg.rf.f0d6e75513ce7c04598d0539d9a5b3eb.jpg,aproveitavel,-,712.38,95.06,63.31,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_10-53-52_jpg.rf.f0d6e75513ce7c04598d0539d9a5b3eb.jpg
CAM1_RGB_2024-08-21_11-54-00_jpg.rf.b3430defc5bbe0de16ec5fd11374971c.jpg,aproveitavel,-,715.78,98.73,59.61,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_11-54-00_jpg.rf.b3430defc5bbe0de16ec5fd11374971c.jpg
CAM1_RGB_2024-08-21_12-54-00_jpg.rf.3b859e3fafb7b47d8559711f90762f48.jpg,aproveitavel,-,952.22,101.72,58.82,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_12-54-00_jpg.rf.3b859e3fafb7b47d8559711f90762f48.jpg
CAM1_RGB_2024-08-21_13-24-00_jpg.rf.015f05e97f16686fac5116bc1a14df83.jpg,aproveitavel,-,914.84,98.09,60.57,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_13-24-00_jpg.rf.015f05e97f16686fac5116bc1a14df83.jpg
CAM1_RGB_2024-08-21_13-54-00_jpg.rf.435edb26ceabe659fafaa3d4644b8055.jpg,aproveitavel,-,848.62,96.79,61.91,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_13-54-00_jpg.rf.435edb26ceabe659fafaa3d4644b8055.jpg
CAM1_RGB_2024-08-21_14-54-00_jpg.rf.325a32e8e5e200f81e453531f2245af9.jpg,aproveitavel,-,886.74,99.93,59.83,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_14-54-00_jpg.rf.325a32e8e5e200f81e453531f2245af9.jpg
CAM1_RGB_2024-08-21_15-24-00_jpg.rf.9864a3e67a84f52e535b9f193bfed797.jpg,aproveitavel,-,824.02,98.79,59.3,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_15-24-00_jpg.rf.9864a3e67a84f52e535b9f193bfed797.jpg
CAM1_RGB_2024-08-21_15-54-00_jpg.rf.93b63bf4b51c59f45d685c746e7daee3.jpg,aproveitavel,-,923.81,98.0,58.67,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_15-54-00_jpg.rf.93b63bf4b51c59f45d685c746e7daee3.jpg
CAM1_RGB_2024-08-21_16-24-00_jpg.rf.dbc10b64ea6acbc5131ab06ed5f3c1aa.jpg,aproveitavel,-,798.91,98.45,60.45,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_16-24-00_jpg.rf.dbc10b64ea6acbc5131ab06ed5f3c1aa.jpg
CAM1_RGB_2024-08-21_16-54-00_jpg.rf.97fa988f9d3b9d6720b8c56f0e5bf369.jpg,aproveitavel,-,719.6,92.05,63.68,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_16-54-00_jpg.rf.97fa988f9d3b9d6720b8c56f0e5bf369.jpg
CAM1_RGB_2024-08-21_17-23-51_jpg.rf.c13ad67c58f58e656d9aa8fb25862d7c.jpg,aproveitavel,-,650.31,86.41,66.68,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_17-23-51_jpg.rf.c13ad67c58f58e656d9aa8fb25862d7c.jpg
CAM1_RGB_2024-08-21_17-54-00_jpg.rf.e77bf2156d78dc580c3d4fb6a1f007de.jpg,aproveitavel,-,829.73,89.52,60.64,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_17-54-00_jpg.rf.e77bf2156d78dc580c3d4fb6a1f007de.jpg
CAM1_RGB_2024-08-21_18-23-58_jpg.rf.8c9b3465a5b4c583acab39593d15f2a4.jpg,aproveitavel,-,998.33,93.29,58.71,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_18-23-58_jpg.rf.8c9b3465a5b4c583acab39593d15f2a4.jpg
CAM1_RGB_2024-08-21_18-54-00_jpg.rf.6c4b71651ef745fb32e76e2c23e459c0.jpg,aproveitavel,-,784.95,89.78,65.78,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_18-54-00_jpg.rf.6c4b71651ef745fb32e76e2c23e459c0.jpg
CAM1_RGB_2024-08-21_19-54-00_jpg.rf.3f7dd1046cbffd8a3c3593c8b56a2a67.jpg,aproveitavel,-,771.97,90.37,61.2,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_19-54-00_jpg.rf.3f7dd1046cbffd8a3c3593c8b56a2a67.jpg
CAM1_RGB_2024-08-21_20-23-55_jpg.rf.f096fa1700ef6f3f3cb2e15846465257.jpg,aproveitavel,-,849.24,91.0,64.64,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_20-23-55_jpg.rf.f096fa1700ef6f3f3cb2e15846465257.jpg
CAM1_RGB_2024-08-21_20-54-00_jpg.rf.8729daaae8e00e64e59f6d65b4678ea3.jpg,aproveitavel,-,905.82,89.67,63.81,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_20-54-00_jpg.rf.8729daaae8e00e64e59f6d65b4678ea3.jpg
CAM1_RGB_2024-08-21_21-23-34_jpg.rf.d27a0955307a336ca932fba5b72cf8ca.jpg,aproveitavel,-,892.06,95.77,61.41,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_21-23-34_jpg.rf.d27a0955307a336ca932fba5b72cf8ca.jpg
CAM1_RGB_2024-08-21_21-53-58_jpg.rf.8cfa98067e3ae00e62fbe5ef66285704.jpg,aproveitavel,-,557.49,90.28,53.88,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_21-53-58_jpg.rf.8cfa98067e3ae00e62fbe5ef66285704.jpg
CAM1_RGB_2024-08-21_22-24-00_jpg.rf.0b8d8c7b55d66f3739721ee6e0402a86.jpg,aproveitavel,-,762.54,90.54,65.69,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_22-24-00_jpg.rf.0b8d8c7b55d66f3739721ee6e0402a86.jpg
CAM1_RGB_2024-08-21_22-53-57_jpg.rf.9da579f51bcce56ce2926e7f87b7d37f.jpg,aproveitavel,-,843.32,87.58,62.91,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_22-53-57_jpg.rf.9da579f51bcce56ce2926e7f87b7d37f.jpg
CAM1_RGB_2024-08-21_23-24-00_jpg.rf.39313d42e12ed84fe69ae19c44da7f7c.jpg,aproveitavel,-,882.54,87.84,70.75,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-21_23-24-00_jpg.rf.39313d42e12ed84fe69ae19c44da7f7c.jpg
CAM1_RGB_2024-08-22_00-23-46_jpg.rf.4dbe7b218cdfeecec2c73dd63ccff0ae.jpg,aproveitavel,-,935.08,82.53,72.72,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_00-23-46_jpg.rf.4dbe7b218cdfeecec2c73dd63ccff0ae.jpg
CAM1_RGB_2024-08-22_00-54-00_jpg.rf.76777a7522e745079b69d2443059deee.jpg,aproveitavel,-,1097.54,90.98,69.64,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_00-54-00_jpg.rf.76777a7522e745079b69d2443059deee.jpg
CAM1_RGB_2024-08-22_01-24-00_jpg.rf.5172bff9d8d8596b18bfddd47a27fdf5.jpg,aproveitavel,-,669.32,85.58,73.58,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_01-24-00_jpg.rf.5172bff9d8d8596b18bfddd47a27fdf5.jpg
CAM1_RGB_2024-08-22_01-54-00_jpg.rf.830bfd9dae40cdcf8e6d4126b80d754a.jpg,aproveitavel,-,1187.56,84.76,68.23,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_01-54-00_jpg.rf.830bfd9dae40cdcf8e6d4126b80d754a.jpg
CAM1_RGB_2024-08-22_02-23-59_jpg.rf.e00da67e87a74ea67f251976736828a6.jpg,aproveitavel,-,1007.14,82.22,70.85,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_02-23-59_jpg.rf.e00da67e87a74ea67f251976736828a6.jpg
CAM1_RGB_2024-08-22_03-24-00_jpg.rf.8a1dfd9b0536d0ead279e51c6d269353.jpg,aproveitavel,-,1207.89,86.79,73.27,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_03-24-00_jpg.rf.8a1dfd9b0536d0ead279e51c6d269353.jpg
CAM1_RGB_2024-08-22_03-54-00_jpg.rf.6434ff2a6fde08e63c00dfdaf597841d.jpg,aproveitavel,-,999.47,90.32,70.49,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_03-54-00_jpg.rf.6434ff2a6fde08e63c00dfdaf597841d.jpg
CAM1_RGB_2024-08-22_04-24-00_jpg.rf.9eb07c9deab3fba9249cc83e3889998b.jpg,aproveitavel,-,1102.04,90.1,68.64,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_04-24-00_jpg.rf.9eb07c9deab3fba9249cc83e3889998b.jpg
CAM1_RGB_2024-08-22_05-24-00_jpg.rf.559b959c378f73a069cee2332be79e40.jpg,aproveitavel,-,983.37,83.53,77.11,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_05-24-00_jpg.rf.559b959c378f73a069cee2332be79e40.jpg
CAM1_RGB_2024-08-22_05-54-00_jpg.rf.28e2e89fecfa00a39f52039beb7f7610.jpg,aproveitavel,-,765.2,91.64,64.76,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_05-54-00_jpg.rf.28e2e89fecfa00a39f52039beb7f7610.jpg
CAM1_RGB_2024-08-22_06-24-00_jpg.rf.4b4a23bd3f492b8bc6c0f8bc9a67311b.jpg,aproveitavel,-,974.71,99.15,55.21,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_06-24-00_jpg.rf.4b4a23bd3f492b8bc6c0f8bc9a67311b.jpg
CAM1_RGB_2024-08-22_08-24-00_jpg.rf.7af4e21bec4a4b0a0a3021f863a1155c.jpg,aproveitavel,-,804.65,97.25,62.8,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_08-24-00_jpg.rf.7af4e21bec4a4b0a0a3021f863a1155c.jpg
CAM1_RGB_2024-08-22_08-54-00_jpg.rf.92751ad26eb39131263d775e2f496c71.jpg,aproveitavel,-,901.07,95.73,58.84,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_08-54-00_jpg.rf.92751ad26eb39131263d775e2f496c71.jpg
CAM1_RGB_2024-08-22_09-24-00_jpg.rf.971a08d9dd27b269d7505f85e54b29a5.jpg,aproveitavel,-,727.33,100.05,57.49,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_09-24-00_jpg.rf.971a08d9dd27b269d7505f85e54b29a5.jpg
CAM1_RGB_2024-08-22_09-54-00_jpg.rf.d5e3131f40ef802bf8983a21bb6e5796.jpg,aproveitavel,-,930.39,97.58,58.41,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_09-54-00_jpg.rf.d5e3131f40ef802bf8983a21bb6e5796.jpg
CAM1_RGB_2024-08-22_10-53-59_jpg.rf.bd6b2d69bfff728c7d441459ecc8a39e.jpg,aproveitavel,-,863.64,98.56,55.82,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_10-53-59_jpg.rf.bd6b2d69bfff728c7d441459ecc8a39e.jpg
CAM1_RGB_2024-08-22_11-24-00_jpg.rf.cfa3bf23d9f3a53686bd7600cb9dc7bf.jpg,aproveitavel,-,744.54,98.91,56.77,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_11-24-00_jpg.rf.cfa3bf23d9f3a53686bd7600cb9dc7bf.jpg
CAM1_RGB_2024-08-22_11-24-58_jpg.rf.1b17bbb6d17c9bfaccc2cc850655f508.jpg,aproveitavel,-,729.32,95.35,57.35,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_11-24-58_jpg.rf.1b17bbb6d17c9bfaccc2cc850655f508.jpg
CAM1_RGB_2024-08-22_12-53-51_jpg.rf.6cd7681347a74330a57fc0b06c8369f6.jpg,aproveitavel,-,752.51,96.47,60.45,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_12-53-51_jpg.rf.6cd7681347a74330a57fc0b06c8369f6.jpg
CAM1_RGB_2024-08-22_13-24-00_jpg.rf.887104fd28e4a48640682e156a613866.jpg,aproveitavel,-,608.45,94.47,59.51,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_13-24-00_jpg.rf.887104fd28e4a48640682e156a613866.jpg
CAM1_RGB_2024-08-22_13-54-00_jpg.rf.3f094966bf92ad326f1f1c2622294279.jpg,aproveitavel,-,638.09,99.15,55.62,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_13-54-00_jpg.rf.3f094966bf92ad326f1f1c2622294279.jpg
CAM1_RGB_2024-08-22_14-24-00_jpg.rf.ec0db3d1a104f9de34acaefd53c656d3.jpg,aproveitavel,-,593.76,97.18,54.19,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_14-24-00_jpg.rf.ec0db3d1a104f9de34acaefd53c656d3.jpg
CAM1_RGB_2024-08-22_14-53-59_jpg.rf.df8fd4059fb1d9a5cef71c1c819cb21c.jpg,aproveitavel,-,583.38,91.37,55.15,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_14-53-59_jpg.rf.df8fd4059fb1d9a5cef71c1c819cb21c.jpg
CAM1_RGB_2024-08-22_15-53-59_jpg.rf.ef8be0a44872e2a8fdadd1e584df07ec.jpg,aproveitavel,-,588.77,96.34,59.67,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_15-53-59_jpg.rf.ef8be0a44872e2a8fdadd1e584df07ec.jpg
CAM1_RGB_2024-08-22_16-24-00_jpg.rf.d3fcc3d56331d5e7e050b11d007c32a0.jpg,aproveitavel,-,615.67,97.7,57.09,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_16-24-00_jpg.rf.d3fcc3d56331d5e7e050b11d007c32a0.jpg
CAM1_RGB_2024-08-22_16-54-00_jpg.rf.457938e90ae9549eb5a5fef581adc963.jpg,aproveitavel,-,770.67,91.28,63.17,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_16-54-00_jpg.rf.457938e90ae9549eb5a5fef581adc963.jpg
CAM1_RGB_2024-08-22_17-24-00_jpg.rf.03b23ebf62571e40abc46d0d4394b344.jpg,aproveitavel,-,674.2,90.18,67.64,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_17-24-00_jpg.rf.03b23ebf62571e40abc46d0d4394b344.jpg
CAM1_RGB_2024-08-22_17-54-00_jpg.rf.e943c72584ad0654e36e4e9bcdb22341.jpg,aproveitavel,-,827.88,88.27,65.96,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_17-54-00_jpg.rf.e943c72584ad0654e36e4e9bcdb22341.jpg
CAM1_RGB_2024-08-22_18-24-00_jpg.rf.5fabe72efde278430ea3362df16a6bea.jpg,aproveitavel,-,907.67,87.56,69.08,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_18-24-00_jpg.rf.5fabe72efde278430ea3362df16a6bea.jpg
CAM1_RGB_2024-08-22_18-54-00_jpg.rf.4defc9797c2bf918f922a50ca94e4d80.jpg,aproveitavel,-,778.49,90.95,69.55,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_18-54-00_jpg.rf.4defc9797c2bf918f922a50ca94e4d80.jpg
CAM1_RGB_2024-08-22_20-23-52_jpg.rf.3ba97208f52cd8d8e996252eaccbc6d2.jpg,aproveitavel,-,1055.79,95.36,61.54,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_20-23-52_jpg.rf.3ba97208f52cd8d8e996252eaccbc6d2.jpg
CAM1_RGB_2024-08-22_20-54-00_jpg.rf.fecde8fd7f1d009a07498f1cffae4f2b.jpg,aproveitavel,-,980.73,93.03,65.26,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_20-54-00_jpg.rf.fecde8fd7f1d009a07498f1cffae4f2b.jpg
CAM1_RGB_2024-08-22_21-24-00_jpg.rf.67d28f5abb74392d6e573e99c06cc2cd.jpg,aproveitavel,-,937.11,93.16,63.9,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_21-24-00_jpg.rf.67d28f5abb74392d6e573e99c06cc2cd.jpg
CAM1_RGB_2024-08-22_21-53-59_jpg.rf.3cfb29951a018dc97d6ba587a1f029f4.jpg,aproveitavel,-,862.4,88.84,68.83,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_21-53-59_jpg.rf.3cfb29951a018dc97d6ba587a1f029f4.jpg
CAM1_RGB_2024-08-22_22-24-00_jpg.rf.4acd860100ab075adc142f878113fe87.jpg,aproveitavel,-,974.39,95.45,63.17,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_22-24-00_jpg.rf.4acd860100ab075adc142f878113fe87.jpg
CAM1_RGB_2024-08-22_22-53-55_jpg.rf.b65b51bfcd10a75122c91b29088e420b.jpg,aproveitavel,-,988.32,94.15,66.34,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_22-53-55_jpg.rf.b65b51bfcd10a75122c91b29088e420b.jpg
CAM1_RGB_2024-08-22_23-24-00_jpg.rf.70d2596e3a1537fadbc8551cd1e62a50.jpg,aproveitavel,-,1124.1,82.84,71.46,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_23-24-00_jpg.rf.70d2596e3a1537fadbc8551cd1e62a50.jpg
CAM1_RGB_2024-08-22_23-54-00_jpg.rf.a48acd50f09db01af7df951dd5b3cfcd.jpg,aproveitavel,-,988.83,87.4,71.19,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-22_23-54-00_jpg.rf.a48acd50f09db01af7df951dd5b3cfcd.jpg
CAM1_RGB_2024-08-23_00-23-59_jpg.rf.f495db019cc91de3ec946aba1968e87c.jpg,aproveitavel,-,963.17,89.66,73.96,640,360,,C:\projetopig\dataset\sows_farm\sows_farm_02.v2i.yolo26\train\images\CAM1_RGB_2024-08-23_00-23-59_jpg.rf.f495db019cc91de3ec946aba1968e87c.jpg
